Iteration,Architecture,ScenarioPath,Average_CPU,refined
17,micro,1,493.22404166666666,True
17,micro,2,579.3896875,True
17,micro,3,1167.6930625,True
17,mono,1,2703.818541666667,True
17,mono,2,1013.1891458333333,True
17,mono,3,1173.6355208333334,True
18,micro,1,466.8860666666667,True
18,micro,2,548.4505,True
18,micro,3,1105.3387,True
18,mono,1,2559.4356666666667,True
18,mono,2,959.0852333333335,True
18,mono,3,1110.9638333333335,True
19,micro,1,465.4107416666667,True
19,micro,2,546.7174375000001,True
19,micro,3,1101.8459125000002,True
19,mono,1,2551.348041666667,True
19,mono,2,956.0545958333335,True
19,mono,3,1107.4532708333334,True
20,micro,1,467.94570000000004,True
20,micro,2,549.6952500000001,True
20,micro,3,1107.84735,True
20,mono,1,2565.2445000000002,True
20,mono,2,961.2619500000001,True
20,mono,3,1113.4852500000002,True
21,micro,2,591.6015443151299,True
21,micro,3,1192.3046508504924,True
21,mono,1,2760.807206803939,True
21,mono,2,1034.5442390331245,True
21,mono,3,1198.3723589973142,True
22,micro,2,548.7120188003581,True
22,micro,3,1105.8657609668755,True
22,mono,1,2560.6560877350043,True
22,mono,2,959.5425559534467,True
22,mono,3,1111.4935765443151,True
23,micro,2,562.3864592658908,True
23,micro,3,1133.425017905103,True
23,mono,1,2624.4701432408237,True
23,mono,2,983.4552954341988,True
23,mono,3,1139.1930841539838,True
24,micro,2,534.3506266786035,True
24,micro,3,1076.9220322291853,True
24,mono,1,2493.6362578334824,True
24,mono,2,934.4285317815578,True
24,mono,3,1082.402551477171,True
25,micro,2,557.0767681289167,True
25,micro,3,1122.7239480752014,True
25,mono,1,2599.6915846016113,True
25,mono,2,974.1701432408236,True
25,mono,3,1128.4375559534467,True
26,micro,2,590.3315129811997,True
26,micro,3,1189.7450492390333,True
26,mono,1,2754.8803939122654,True
26,mono,2,1032.3233124440467,True
26,mono,3,1195.7997314234558,True
27,micro,2,539.4368621307073,True
27,micro,3,1087.1727529095792,True
27,mono,1,2517.372023276634,True
27,mono,2,943.3229230080573,True
27,mono,3,1092.7054386750224,True
28,micro,2,545.4090644583706,True
28,micro,3,1099.209037600716,True
28,mono,1,2545.2423008057294,True
28,mono,2,953.7666204118173,True
28,mono,3,1104.802976723366,True
29,micro,2,549.356199641898,True
29,micro,3,1107.1640331244405,True
29,mono,1,2563.662264995524,True
29,mono,2,960.6690465532678,True
29,mono,3,1112.7984556848703,True
30,micro,2,549.0218889883618,True
30,micro,3,1106.4902685765444,True
30,mono,1,2562.102148612355,True
30,mono,2,960.0844315129813,True
30,mono,3,1112.1212623097583,True
