Iteration,Architecture,ScenarioPath,Joules,refined
16,mono,3,213.83772679999998,True
17,micro,3,228.2202297,True
17,mono,3,248.2202297,True
18,micro,3,194.31316170000002,True
18,mono,3,214.31316170000002,True
19,micro,3,199.15485239999998,True
19,mono,3,219.15485239999998,True
20,micro,3,221.50050449999998,True
20,mono,3,241.50050449999998,True
21,micro,3,218.662934,True
21,mono,3,238.662934,True
22,micro,3,202.98612100000005,True
22,mono,3,222.98612100000005,True
23,micro,3,218.6992343,True
23,mono,3,238.6992343,True
24,micro,3,195.01323810000002,True
24,mono,3,215.01323810000002,True
25,micro,3,218.82216060000002,True
25,mono,3,238.82216060000002,True
26,micro,3,233.0057081,True
26,mono,3,253.0057081,True
27,micro,3,209.87411759999998,True
27,mono,3,229.87411759999998,True
28,micro,3,202.09511170000002,True
28,mono,3,222.09511170000002,True
29,micro,3,200.9772251,True
29,mono,3,220.9772251,True
30,micro,3,196.89260760000002,True
30,mono,3,216.89260760000002,True
